,offset,Traverse,Increment,bias,step,Points_visited,final_max,max_mag
4901,[ 0.000  0.000  2.300  0.000  13.000  0.000],1.8666666666666667,2.2,6,3,2500,[ 0.000  0.000  0.002  0.000 -12.600  0.000  608.196],608.1959132341486
4902,[ 0.000  0.000  2.300  13.000 -13.000  0.000],1.8666666666666667,2.2,6,3,2500,[ 0.000  0.000  0.000 -11.101  12.780  0.000  552.214],552.2142377603354
4903,[ 0.000  0.000  2.300  13.000  0.000  0.000],1.8666666666666667,2.2,6,3,2500,[ 0.000  0.000  0.001 -12.600 -0.001  0.000  594.940],594.9398961097093
4904,[ 0.000  0.000  2.300  13.000  13.000  0.000],1.8666666666666667,2.2,6,3,2500,[ 0.000  0.000 -0.000 -8.139 -16.279  0.000  357.802],357.80159012051416
4905,[ 0.000  0.000  7.000 -13.000 -13.000  0.000],1.8666666666666667,2.2,6,3,2000,[ 0.000  0.000  0.000  7.513  15.026  0.000  100.520],100.51973239035448
4906,[ 0.000  0.000  7.000 -13.000  0.000  0.000],1.8666666666666667,2.2,6,3,2500,[ 0.000  0.000 -4.152  11.965 -0.083  0.000  563.747],563.74658013161
4907,[ 0.000  0.000  7.000 -13.000  13.000  0.000],1.8666666666666667,2.2,6,3,2000,[ 0.000  0.000 -0.000  8.139 -16.279  0.000  92.827],92.82702585516947
4908,[ 0.000  0.000  7.000  0.000 -13.000  0.000],1.8666666666666667,2.2,6,3,2500,[ 0.000  0.000 -4.704 -1.300  12.236  0.000  594.609],594.6089894590449
4909,[ 0.000  0.000  7.000  0.000  0.000  0.000],1.8666666666666667,2.2,6,3,2500,[ 0.000  0.000 -4.107 -0.673 -0.566  0.000  545.710],545.7095462273617
4910,[ 0.000  0.000  7.000  0.000  13.000  0.000],1.8666666666666667,2.2,6,3,2500,[ 0.000  0.000 -4.764  1.086 -12.204  0.000  552.853],552.852913112893
4911,[ 0.000  0.000  7.000  13.000 -13.000  0.000],1.8666666666666667,2.2,6,3,2000,[ 0.000  0.000 -0.000 -6.887  13.774  0.000  82.595],82.5947482700096
4912,[ 0.000  0.000  7.000  13.000  0.000  0.000],1.8666666666666667,2.2,6,3,2000,[ 0.000  0.000 -0.001 -16.800 -0.001  0.000  102.549],102.54913100689407
4913,[ 0.000  0.000  7.000  13.000  13.000  0.000],1.8666666666666667,2.2,6,3,2500,[ 0.000  0.000 -4.639 -13.108 -12.624  0.000  610.258],610.2583290318316
4914,[ 0.000  0.000 -2.400 -13.000 -13.000  0.000],1.8666666666666667,2.2,6,5,2000,[ 0.000  0.000 -0.000  6.887  13.774  0.000  76.647],76.64687054433588
4915,[ 0.000  0.000 -2.400 -13.000  0.000  0.000],1.8666666666666667,2.2,6,5,2000,[ 0.000  0.000  0.001  15.400  0.001  0.000  117.243],117.24301522526241
4916,[ 0.000  0.000 -2.400 -13.000  13.000  0.000],1.8666666666666667,2.2,6,5,2000,[ 0.000  0.000 -0.000  6.887 -13.774  0.000  76.648],76.64793893530322
4917,[ 0.000  0.000 -2.400  0.000 -13.000  0.000],1.8666666666666667,2.2,6,5,2000,[ 0.000  0.000  0.001 -0.000  16.800  0.000  119.112],119.112491106043
4918,[ 0.000  0.000 -2.400  0.000  0.000  0.000],1.8666666666666667,2.2,6,5,2500,[ 0.000  0.000  4.963  1.287  2.252  0.000  531.953],531.9531592730665
4919,[ 0.000  0.000 -2.400  0.000  13.000  0.000],1.8666666666666667,2.2,6,5,2500,[ 0.000  0.000  4.565  1.029 -14.019  0.000  554.393],554.3925708422507
4920,[ 0.000  0.000 -2.400  13.000 -13.000  0.000],1.8666666666666667,2.2,6,5,2000,[ 0.000  0.000  0.000 -7.513  15.026  0.000  93.049],93.04863514137622
4921,[ 0.000  0.000 -2.400  13.000  0.000  0.000],1.8666666666666667,2.2,6,5,2000,[ 0.000  0.000  0.001 -9.800 -0.001  0.000  116.134],116.13368012093379
4922,[ 0.000  0.000 -2.400  13.000  13.000  0.000],1.8666666666666667,2.2,6,5,2000,[ 0.000  0.000 -0.000 -5.009 -10.018  0.000  79.477],79.47699263847348
4923,[ 0.000  0.000  2.300 -13.000 -13.000  0.000],1.8666666666666667,2.2,6,5,2000,[ 0.000  0.000 -0.000  8.765  17.531  0.000  391.562],391.5621477404877
4924,[ 0.000  0.000  2.300 -13.000  0.000  0.000],1.8666666666666667,2.2,6,5,2500,[ 0.000  0.000  0.001  12.600  0.000  0.000  596.265],596.2654946657251
4925,[ 0.000  0.000  2.300 -13.000  13.000  0.000],1.8666666666666667,2.2,6,5,2500,[ 0.000  0.000  0.083  10.592 -12.411  0.000  553.977],553.9772687342036
4926,[ 0.000  0.000  2.300  0.000 -13.000  0.000],1.8666666666666667,2.2,6,5,2500,[ 0.000  0.000  0.104 -0.260  12.988  0.000  610.060],610.0604115033595
4927,[ 0.000  0.000  2.300  0.000  0.000  0.000],1.8666666666666667,2.2,6,5,2500,[ 0.000  0.000  0.000  0.000  0.000  0.000  605.029],605.0292499999999
4928,[ 0.000  0.000  2.300  0.000  13.000  0.000],1.8666666666666667,2.2,6,5,2500,[ 0.000  0.000  0.002  0.000 -12.600  0.000  608.195],608.1949509120806
4929,[ 0.000  0.000  2.300  13.000 -13.000  0.000],1.8666666666666667,2.2,6,5,2000,[ 0.000  0.000  0.000 -8.139  16.279  0.000  342.140],342.139543520747
4930,[ 0.000  0.000  2.300  13.000  0.000  0.000],1.8666666666666667,2.2,6,5,2500,[ 0.000  0.000  0.001 -12.600 -0.001  0.000  594.939],594.9394536585077
4931,[ 0.000  0.000  2.300  13.000  13.000  0.000],1.8666666666666667,2.2,6,5,2500,[ 0.000  0.000 -0.000 -8.139 -16.279  0.000  357.802],357.8016051525602
4932,[ 0.000  0.000  7.000 -13.000 -13.000  0.000],1.8666666666666667,2.2,6,5,2000,[ 0.000  0.000  0.000  7.513  15.026  0.000  100.520],100.51975725505274
4933,[ 0.000  0.000  7.000 -13.000  0.000  0.000],1.8666666666666667,2.2,6,5,2000,[ 0.000  0.000 -0.001  12.600 -0.001  0.000  103.319],103.31888009272554
4934,[ 0.000  0.000  7.000 -13.000  13.000  0.000],1.8666666666666667,2.2,6,5,2000,[ 0.000  0.000 -0.000  8.139 -16.279  0.000  92.827],92.82703407683951
4935,[ 0.000  0.000  7.000  0.000 -13.000  0.000],1.8666666666666667,2.2,6,5,2000,[ 0.000  0.000 -1.650 -1.650  3.300  0.000  131.966],131.96600000000046
4936,[ 0.000  0.000  7.000  0.000  0.000  0.000],1.8666666666666667,2.2,6,5,2500,[ 0.000  0.000 -4.107 -0.673 -0.566  0.000  545.710],545.7095462273617
4937,[ 0.000  0.000  7.000  0.000  13.000  0.000],1.8666666666666667,2.2,6,5,2000,[ 0.000  0.000 -1.650  1.650 -3.300  0.000  120.430],120.4295999999998
4938,[ 0.000  0.000  7.000  13.000 -13.000  0.000],1.8666666666666667,2.2,6,5,2000,[ 0.000  0.000 -0.000 -6.887  13.774  0.000  82.595],82.59474750273715
4939,[ 0.000  0.000  7.000  13.000  0.000  0.000],1.8666666666666667,2.2,6,5,2000,[ 0.000  0.000 -0.001 -16.800 -0.001  0.000  102.549],102.5491750896108
4940,[ 0.000  0.000  7.000  13.000  13.000  0.000],1.8666666666666667,2.2,6,5,2000,[ 0.000  0.000  0.000 -11.270 -22.540  0.000  94.076],94.07579266978583
4941,[ 0.000  0.000 -2.400 -13.000 -13.000  0.000],1.8666666666666667,2.2,6,7,2000,[ 0.000  0.000 -0.000  6.887  13.774  0.000  76.647],76.64687970501714
4942,[ 0.000  0.000 -2.400 -13.000  0.000  0.000],1.8666666666666667,2.2,6,7,2000,[ 0.000  0.000  0.001  15.400  0.001  0.000  117.243],117.24289828191982
4943,[ 0.000  0.000 -2.400 -13.000  13.000  0.000],1.8666666666666667,2.2,6,7,2000,[ 0.000  0.000 -0.000  6.887 -13.774  0.000  76.648],76.64794225857939
4944,[ 0.000  0.000 -2.400  0.000 -13.000  0.000],1.8666666666666667,2.2,6,7,2000,[ 0.000  0.000  0.001 -0.000  16.800  0.000  119.113],119.11283227823732
4945,[ 0.000  0.000 -2.400  0.000  0.000  0.000],1.8666666666666667,2.2,6,7,2000,[ 0.000  0.000  4.963  1.287  2.252  0.000  531.953],531.9531592730666
4946,[ 0.000  0.000 -2.400  0.000  13.000  0.000],1.8666666666666667,2.2,6,7,2000,[ 0.000  0.000  0.001 -0.000 -9.800  0.000  119.121],119.12132896737555
4947,[ 0.000  0.000 -2.400  13.000 -13.000  0.000],1.8666666666666667,2.2,6,7,2000,[ 0.000  0.000  0.000 -7.513  15.026  0.000  93.049],93.04863880750845
4948,[ 0.000  0.000 -2.400  13.000  0.000  0.000],1.8666666666666667,2.2,6,7,2000,[ 0.000  0.000  0.001 -9.800 -0.001  0.000  116.134],116.13378659137818
4949,[ 0.000  0.000 -2.400  13.000  13.000  0.000],1.8666666666666667,2.2,6,7,2000,[ 0.000  0.000 -0.000 -5.009 -10.018  0.000  79.477],79.47699918391493
4950,[ 0.000  0.000  2.300 -13.000 -13.000  0.000],1.8666666666666667,2.2,6,7,2000,[ 0.000  0.000 -0.000  8.765  17.531  0.000  391.562],391.56226995536974
4951,[ 0.000  0.000  2.300 -13.000  0.000  0.000],1.8666666666666667,2.2,6,7,2500,[ 0.000  0.000  0.001  12.600  0.000  0.000  596.265],596.2646080806645
4952,[ 0.000  0.000  2.300 -13.000  13.000  0.000],1.8666666666666667,2.2,6,7,2000,[ 0.000  0.000  0.000  8.139 -16.279  0.000  347.565],347.5653099632737
4953,[ 0.000  0.000  2.300  0.000 -13.000  0.000],1.8666666666666667,2.2,6,7,2500,[ 0.000  0.000  0.105 -0.260  12.988  0.000  610.045],610.0454937283536
4954,[ 0.000  0.000  2.300  0.000  0.000  0.000],1.8666666666666667,2.2,6,7,2500,[ 0.000  0.000  0.000  0.000  0.000  0.000  605.029],605.0292499999999
4955,[ 0.000  0.000  2.300  0.000  13.000  0.000],1.8666666666666667,2.2,6,7,2500,[ 0.000  0.000  0.002  0.000 -12.600  0.000  608.194],608.1939990643327
4956,[ 0.000  0.000  2.300  13.000 -13.000  0.000],1.8666666666666667,2.2,6,7,2000,[ 0.000  0.000  0.000 -8.139  16.279  0.000  342.140],342.1395540390345
4957,[ 0.000  0.000  2.300  13.000  0.000  0.000],1.8666666666666667,2.2,6,7,2500,[ 0.000  0.000  0.001 -12.600 -0.001  0.000  594.939],594.9390160238032
4958,[ 0.000  0.000  2.300  13.000  13.000  0.000],1.8666666666666667,2.2,6,7,2000,[ 0.000  0.000 -0.000 -8.139 -16.279  0.000  357.802],357.80162002094403
4959,[ 0.000  0.000  7.000 -13.000 -13.000  0.000],1.8666666666666667,2.2,6,7,2000,[ 0.000  0.000  0.000  7.513  15.026  0.000  100.520],100.5197818490957
4960,[ 0.000  0.000  7.000 -13.000  0.000  0.000],1.8666666666666667,2.2,6,7,2000,[ 0.000  0.000 -0.001  12.600 -0.001  0.000  103.319],103.3187224453003
4961,[ 0.000  0.000  7.000 -13.000  13.000  0.000],1.8666666666666667,2.2,6,7,2000,[ 0.000  0.000 -0.000  8.139 -16.279  0.000  92.827],92.82704220905084
4962,[ 0.000  0.000  7.000  0.000 -13.000  0.000],1.8666666666666667,2.2,6,7,2000,[ 0.000  0.000 -1.650 -1.650  3.300  0.000  131.966],131.96600000000046
4963,[ 0.000  0.000  7.000  0.000  0.000  0.000],1.8666666666666667,2.2,6,7,2500,[ 0.000  0.000 -4.107 -0.673 -0.566  0.000  545.710],545.7095462273617
4964,[ 0.000  0.000  7.000  0.000  13.000  0.000],1.8666666666666667,2.2,6,7,2000,[ 0.000  0.000 -1.650  1.650 -3.300  0.000  120.430],120.4295999999998
4965,[ 0.000  0.000  7.000  13.000 -13.000  0.000],1.8666666666666667,2.2,6,7,2000,[ 0.000  0.000 -0.000 -6.887  13.774  0.000  82.595],82.59474674380652
4966,[ 0.000  0.000  7.000  13.000  0.000  0.000],1.8666666666666667,2.2,6,7,2000,[ 0.000  0.000 -0.001 -16.800 -0.001  0.000  102.549],102.5492186932772
4967,[ 0.000  0.000  7.000  13.000  13.000  0.000],1.8666666666666667,2.2,6,7,2000,[ 0.000  0.000  0.000 -11.270 -22.540  0.000  94.076],94.07580001901646
4968,[ 0.000  0.000 -2.400 -13.000 -13.000  0.000],1.8666666666666667,2.2,12,1,2500,[ 0.000  0.000  0.000  0.000  0.000  0.000  39.674],39.673999999999985
4969,[ 0.000  0.000 -2.400 -13.000  0.000  0.000],1.8666666666666667,2.2,12,1,2500,[ 0.000  0.000  4.652  12.675  2.014  0.000  595.738],595.738335783422
4970,[ 0.000  0.000 -2.400 -13.000  13.000  0.000],1.8666666666666667,2.2,12,1,2500,[ 0.000  0.000  4.792  11.914 -13.830  0.000  606.976],606.9764267907116
4971,[ 0.000  0.000 -2.400  0.000 -13.000  0.000],1.8666666666666667,2.2,12,1,2500,[ 0.000  0.000  4.798  0.048  13.905  0.000  619.212],619.2116149983507
4972,[ 0.000  0.000 -2.400  0.000  0.000  0.000],1.8666666666666667,2.2,12,1,2500,[ 0.000  0.000  4.838  0.208  0.039  0.000  604.177],604.1769692244206
4973,[ 0.000  0.000 -2.400  0.000  13.000  0.000],1.8666666666666667,2.2,12,1,2500,[ 0.000  0.000  4.796  0.781 -12.871  0.000  596.949],596.9493646575382
4974,[ 0.000  0.000 -2.400  13.000 -13.000  0.000],1.8666666666666667,2.2,12,1,2500,[ 0.000  0.000  4.799 -13.002  13.955  0.000  620.662],620.6617599316372
4975,[ 0.000  0.000 -2.400  13.000  0.000  0.000],1.8666666666666667,2.2,12,1,2500,[ 0.000  0.000  4.808 -12.488  0.260  0.000  603.146],603.1455741823975
4976,[ 0.000  0.000 -2.400  13.000  13.000  0.000],1.8666666666666667,2.2,12,1,2500,[ 0.000  0.000  4.761 -12.043 -13.488  0.000  591.281],591.2813499208421
4977,[ 0.000  0.000  2.300 -13.000 -13.000  0.000],1.8666666666666667,2.2,12,1,2500,[ 0.000  0.000  0.113  10.751  13.835  0.000  574.614],574.6141962820325
4978,[ 0.000  0.000  2.300 -13.000  0.000  0.000],1.8666666666666667,2.2,12,1,2500,[ 0.000  0.000  0.100  11.603  0.333  0.000  598.228],598.2278349978994
4979,[ 0.000  0.000  2.300 -13.000  13.000  0.000],1.8666666666666667,2.2,12,1,2500,[ 0.000  0.000  0.083  10.592 -12.411  0.000  553.978],553.9775736475189
4980,[ 0.000  0.000  2.300  0.000 -13.000  0.000],1.8666666666666667,2.2,12,1,2500,[ 0.000  0.000  0.180 -1.212  9.023  0.000  524.330],524.3301437500005
4981,[ 0.000  0.000  2.300  0.000  0.000  0.000],1.8666666666666667,2.2,12,1,2500,[ 0.000  0.000  0.000  0.000  0.000  0.000  605.029],605.0292499999999
4982,[ 0.000  0.000  2.300  0.000  13.000  0.000],1.8666666666666667,2.2,12,1,2500,[ 0.000  0.000  0.002  0.000 -12.600  0.000  608.193],608.1930575208203
4983,[ 0.000  0.000  2.300  13.000 -13.000  0.000],1.8666666666666667,2.2,12,1,2500,[ 0.000  0.000  0.000 -11.101  12.780  0.000  552.214],552.2142765740907
4984,[ 0.000  0.000  2.300  13.000  0.000  0.000],1.8666666666666667,2.2,12,1,2500,[ 0.000  0.000  0.001 -12.600 -0.001  0.000  594.939],594.9385831273739
4985,[ 0.000  0.000  2.300  13.000  13.000  0.000],1.8666666666666667,2.2,12,1,2500,[ 0.000  0.000 -0.000 -8.139 -16.279  0.000  357.802],357.80163472832453
4986,[ 0.000  0.000  7.000 -13.000 -13.000  0.000],1.8666666666666667,2.2,12,1,2500,[ 0.000  0.000 -4.597  11.513  13.339  0.000  595.991],595.9907299784484
4987,[ 0.000  0.000  7.000 -13.000  0.000  0.000],1.8666666666666667,2.2,12,1,2500,[ 0.000  0.000 -4.606  11.854  0.039  0.000  599.926],599.9261313512691
4988,[ 0.000  0.000  7.000 -13.000  13.000  0.000],1.8666666666666667,2.2,12,1,2500,[ 0.000  0.000 -4.262  10.134 -11.905  0.000  545.237],545.2365471454352
4989,[ 0.000  0.000  7.000  0.000 -13.000  0.000],1.8666666666666667,2.2,12,1,2500,[ 0.000  0.000 -4.576  0.808  12.282  0.000  590.747],590.747396211976
4990,[ 0.000  0.000  7.000  0.000  0.000  0.000],1.8666666666666667,2.2,12,1,2500,[ 0.000  0.000 -4.107 -0.673 -0.566  0.000  545.710],545.7095462273619
4991,[ 0.000  0.000  7.000  0.000  13.000  0.000],1.8666666666666667,2.2,12,1,2500,[ 0.000  0.000 -4.764  1.086 -12.204  0.000  552.853],552.852913112893
4992,[ 0.000  0.000  7.000  13.000 -13.000  0.000],1.8666666666666667,2.2,12,1,2500,[ 0.000  0.000 -4.807 -12.440  11.974  0.000  590.590],590.5902692153909
4993,[ 0.000  0.000  7.000  13.000  0.000  0.000],1.8666666666666667,2.2,12,1,2500,[ 0.000  0.000 -4.332 -14.474  0.128  0.000  571.060],571.0600657371785
4994,[ 0.000  0.000  7.000  13.000  13.000  0.000],1.8666666666666667,2.2,12,1,2500,[ 0.000  0.000 -4.530 -13.102 -12.531  0.000  606.847],606.8466203994012
4995,[ 0.000  0.000 -2.400 -13.000 -13.000  0.000],1.8666666666666667,2.2,12,3,2000,[ 0.000  0.000 -0.000  6.887  13.774  0.000  76.647],76.64689772938522
4996,[ 0.000  0.000 -2.400 -13.000  0.000  0.000],1.8666666666666667,2.2,12,3,2000,[ 0.000  0.000  0.001  15.400  0.001  0.000  117.243],117.24266818543504
4997,[ 0.000  0.000 -2.400 -13.000  13.000  0.000],1.8666666666666667,2.2,12,3,2000,[ 0.000  0.000 -0.000  6.887 -13.774  0.000  76.648],76.64794879743292
4998,[ 0.000  0.000 -2.400  0.000 -13.000  0.000],1.8666666666666667,2.2,12,3,2000,[ 0.000  0.000  0.001 -0.000  16.800  0.000  119.114],119.11350357060651
4999,[ 0.000  0.000 -2.400  0.000  0.000  0.000],1.8666666666666667,2.2,12,3,2500,[ 0.000  0.000  4.963  1.287  2.252  0.000  531.953],531.9531592730665
5000,[ 0.000  0.000 -2.400  0.000  13.000  0.000],1.8666666666666667,2.2,12,3,2000,[ 0.000  0.000  0.001 -0.000 -9.800  0.000  119.122],119.1219082326271
5001,[ 0.000  0.000 -2.400  13.000 -13.000  0.000],1.8666666666666667,2.2,12,3,2000,[ 0.000  0.000  0.000 -7.513  15.026  0.000  93.049],93.04864602105708
5002,[ 0.000  0.000 -2.400  13.000  0.000  0.000],1.8666666666666667,2.2,12,3,2000,[ 0.000  0.000  0.001 -9.800 -0.001  0.000  116.134],116.13399608543418
5003,[ 0.000  0.000 -2.400  13.000  13.000  0.000],1.8666666666666667,2.2,12,3,2000,[ 0.000  0.000 -0.000 -5.009 -10.018  0.000  79.477],79.47701206293283
5004,[ 0.000  0.000  2.300 -13.000 -13.000  0.000],1.8666666666666667,2.2,12,3,2500,[ 0.000  0.000 -0.000  8.765  17.531  0.000  391.563],391.56251043005557
5005,[ 0.000  0.000  2.300 -13.000  0.000  0.000],1.8666666666666667,2.2,12,3,2500,[ 0.000  0.000  0.001  12.600  0.000  0.000  596.263],596.2628635860492
5006,[ 0.000  0.000  2.300 -13.000  13.000  0.000],1.8666666666666667,2.2,12,3,2500,[ 0.000  0.000  0.083  10.592 -12.411  0.000  553.978],553.9777236391556
5007,[ 0.000  0.000  2.300  0.000 -13.000  0.000],1.8666666666666667,2.2,12,3,2500,[ 0.000  0.000  0.105 -0.260  12.988  0.000  610.016],610.0161469761098
5008,[ 0.000  0.000  2.300  0.000  0.000  0.000],1.8666666666666667,2.2,12,3,2500,[ 0.000  0.000  0.000  0.000  0.000  0.000  605.029],605.0292499999999
5009,[ 0.000  0.000  2.300  0.000  13.000  0.000],1.8666666666666667,2.2,12,3,2500,[ 0.000  0.000  0.002  0.000 -12.600  0.000  608.192],608.1921261151213
5010,[ 0.000  0.000  2.300  13.000 -13.000  0.000],1.8666666666666667,2.2,12,3,2500,[ 0.000  0.000  0.000 -11.101  12.780  0.000  552.214],552.2142892333122
5011,[ 0.000  0.000  2.300  13.000  0.000  0.000],1.8666666666666667,2.2,12,3,2500,[ 0.000  0.000  0.001 -12.600 -0.001  0.000  594.938],594.9381548926813
5012,[ 0.000  0.000  2.300  13.000  13.000  0.000],1.8666666666666667,2.2,12,3,2500,[ 0.000  0.000 -0.000 -8.139 -16.279  0.000  357.802],357.80164927730243
5013,[ 0.000  0.000  7.000 -13.000 -13.000  0.000],1.8666666666666667,2.2,12,3,2000,[ 0.000  0.000  0.000  7.513  15.026  0.000  100.520],100.51983024270194
5014,[ 0.000  0.000  7.000 -13.000  0.000  0.000],1.8666666666666667,2.2,12,3,2500,[ 0.000  0.000 -4.152  11.965 -0.083  0.000  563.745],563.7453095077334
5015,[ 0.000  0.000  7.000 -13.000  13.000  0.000],1.8666666666666667,2.2,12,3,2000,[ 0.000  0.000 -0.000  8.139 -16.279  0.000  92.827],92.82705821087451
5016,[ 0.000  0.000  7.000  0.000 -13.000  0.000],1.8666666666666667,2.2,12,3,2000,[ 0.000  0.000 -1.650 -1.650  3.300  0.000  131.966],131.96600000000046
5017,[ 0.000  0.000  7.000  0.000  0.000  0.000],1.8666666666666667,2.2,12,3,2500,[ 0.000  0.000 -4.107 -0.673 -0.566  0.000  545.710],545.7095462273617
5018,[ 0.000  0.000  7.000  0.000  13.000  0.000],1.8666666666666667,2.2,12,3,2000,[ 0.000  0.000 -1.650  1.650 -3.300  0.000  120.430],120.4295999999998
5019,[ 0.000  0.000  7.000  13.000 -13.000  0.000],1.8666666666666667,2.2,12,3,2000,[ 0.000  0.000 -0.000 -6.887  13.774  0.000  82.595],82.59474525043265
5020,[ 0.000  0.000  7.000  13.000  0.000  0.000],1.8666666666666667,2.2,12,3,2000,[ 0.000  0.000 -0.001 -16.800 -0.001  0.000  102.549],102.54930449435838
5021,[ 0.000  0.000  7.000  13.000  13.000  0.000],1.8666666666666667,2.2,12,3,2500,[ 0.000  0.000 -4.646 -12.987 -12.384  0.000  614.066],614.0656316103912
5022,[ 0.000  0.000 -2.400 -13.000 -13.000  0.000],1.8666666666666667,2.2,12,5,2000,[ 0.000  0.000 -0.000  6.887  13.774  0.000  76.647],76.64690659626439
5023,[ 0.000  0.000 -2.400 -13.000  0.000  0.000],1.8666666666666667,2.2,12,5,2000,[ 0.000  0.000  0.001  15.400  0.001  0.000  117.243],117.2425549915653
5024,[ 0.000  0.000 -2.400 -13.000  13.000  0.000],1.8666666666666667,2.2,12,5,2000,[ 0.000  0.000 -0.000  6.887 -13.774  0.000  76.648],76.64795201416747
5025,[ 0.000  0.000 -2.400  0.000 -13.000  0.000],1.8666666666666667,2.2,12,5,2000,[ 0.000  0.000  0.001 -0.000  16.800  0.000  119.114],119.11383380948118
5026,[ 0.000  0.000 -2.400  0.000  0.000  0.000],1.8666666666666667,2.2,12,5,2500,[ 0.000  0.000  4.963  1.287  2.252  0.000  531.953],531.9531592730665
5027,[ 0.000  0.000 -2.400  0.000  13.000  0.000],1.8666666666666667,2.2,12,5,2000,[ 0.000  0.000  0.001 -0.000 -9.800  0.000  119.122],119.12219320146359
5028,[ 0.000  0.000 -2.400  13.000 -13.000  0.000],1.8666666666666667,2.2,12,5,2000,[ 0.000  0.000  0.000 -7.513  15.026  0.000  93.049],93.04864956974801
5029,[ 0.000  0.000 -2.400  13.000  0.000  0.000],1.8666666666666667,2.2,12,5,2000,[ 0.000  0.000  0.001 -9.800 -0.001  0.000  116.134],116.13409914604149
5030,[ 0.000  0.000 -2.400  13.000  13.000  0.000],1.8666666666666667,2.2,12,5,2000,[ 0.000  0.000 -0.000 -5.009 -10.018  0.000  79.477],79.47701839878296
5031,[ 0.000  0.000  2.300 -13.000 -13.000  0.000],1.8666666666666667,2.2,12,5,2000,[ 0.000  0.000 -0.000  8.765  17.531  0.000  391.563],391.56262873229446
5032,[ 0.000  0.000  2.300 -13.000  0.000  0.000],1.8666666666666667,2.2,12,5,2500,[ 0.000  0.000  0.001  12.600  0.000  0.000  596.262],596.262005368994
5033,[ 0.000  0.000  2.300 -13.000  13.000  0.000],1.8666666666666667,2.2,12,5,2000,[ 0.000  0.000  0.943  8.664 -14.477  0.000  419.583],419.5830256491913
5034,[ 0.000  0.000  2.300  0.000 -13.000  0.000],1.8666666666666667,2.2,12,5,2000,[ 0.000  0.000  0.105 -0.260  12.988  0.000  610.002],610.0017126906193
5035,[ 0.000  0.000  2.300  0.000  0.000  0.000],1.8666666666666667,2.2,12,5,2500,[ 0.000  0.000  0.000  0.000  0.000  0.000  605.029],605.0292499999999
5036,[ 0.000  0.000  2.300  0.000  13.000  0.000],1.8666666666666667,2.2,12,5,2500,[ 0.000  0.000  0.002  0.000 -12.600  0.000  608.191],608.1912046843782
5037,[ 0.000  0.000  2.300  13.000 -13.000  0.000],1.8666666666666667,2.2,12,5,2000,[ 0.000  0.000  0.000 -8.139  16.279  0.000  342.140],342.1395849175602
5038,[ 0.000  0.000  2.300  13.000  0.000  0.000],1.8666666666666667,2.2,12,5,2500,[ 0.000  0.000  0.001 -12.600 -0.001  0.000  594.938],594.9377312448282
5039,[ 0.000  0.000  2.300  13.000  13.000  0.000],1.8666666666666667,2.2,12,5,2000,[ 0.000  0.000  0.713 -8.687 -14.381  0.000  419.884],419.8843513713075
5040,[ 0.000  0.000  7.000 -13.000 -13.000  0.000],1.8666666666666667,2.2,12,5,2000,[ 0.000  0.000  0.000  7.513  15.026  0.000  100.520],100.51985405077434
5041,[ 0.000  0.000  7.000 -13.000  0.000  0.000],1.8666666666666667,2.2,12,5,2000,[ 0.000  0.000 -0.001  12.600 -0.001  0.000  103.318],103.31825962872222
5042,[ 0.000  0.000  7.000 -13.000  13.000  0.000],1.8666666666666667,2.2,12,5,2000,[ 0.000  0.000 -0.000  8.139 -16.279  0.000  92.827],92.82706608329823
5043,[ 0.000  0.000  7.000  0.000 -13.000  0.000],1.8666666666666667,2.2,12,5,2000,[ 0.000  0.000 -1.650 -1.650  3.300  0.000  131.966],131.96600000000046
5044,[ 0.000  0.000  7.000  0.000  0.000  0.000],1.8666666666666667,2.2,12,5,2500,[ 0.000  0.000 -4.107 -0.673 -0.566  0.000  545.710],545.7095462273617
5045,[ 0.000  0.000  7.000  0.000  13.000  0.000],1.8666666666666667,2.2,12,5,2000,[ 0.000  0.000 -1.650  1.650 -3.300  0.000  120.430],120.4295999999998
5046,[ 0.000  0.000  7.000  13.000 -13.000  0.000],1.8666666666666667,2.2,12,5,2000,[ 0.000  0.000 -0.000 -6.887  13.774  0.000  82.595],82.59474451572737
5047,[ 0.000  0.000  7.000  13.000  0.000  0.000],1.8666666666666667,2.2,12,5,2000,[ 0.000  0.000 -0.001 -16.800 -0.001  0.000  102.549],102.54934670680997
5048,[ 0.000  0.000  7.000  13.000  13.000  0.000],1.8666666666666667,2.2,12,5,2000,[ 0.000  0.000  0.000 -11.270 -22.540  0.000  94.076],94.0758215951866
5049,[ 0.000  0.000 -2.400 -13.000 -13.000  0.000],1.8666666666666667,2.2,12,7,2000,[ 0.000  0.000 -0.000  6.887  13.774  0.000  76.647],76.64691536834493
5050,[ 0.000  0.000 -2.400 -13.000  0.000  0.000],1.8666666666666667,2.2,12,7,2000,[ 0.000  0.000  0.001  15.400  0.001  0.000  117.242],117.24244300751786
5051,[ 0.000  0.000 -2.400 -13.000  13.000  0.000],1.8666666666666667,2.2,12,7,2000,[ 0.000  0.000 -0.000  6.887 -13.774  0.000  76.648],76.64795519652469
5052,[ 0.000  0.000 -2.400  0.000 -13.000  0.000],1.8666666666666667,2.2,12,7,2000,[ 0.000  0.000  0.001 -0.000  16.800  0.000  119.114],119.11416052050232
